Product ID,Product Name,Product Category,Price (USD),Rating,Number of Reviews,Seller Name,Product Availability,Shipping Cost,Discount Percentage
76cd3bf8-ed80-4950-9c7a-25bcca919828,re-contextualize extensible portals,Grocery,431.71,2.1,6204,Patel-Evans,Out of stock,16.7,37
c5778a89-6acc-4e1c-b0af-d26b1afd2299,reinvent transparent infrastructures,Home & Kitchen,443.23,1.0,1010,Bates Inc,Out of stock,7.36,35
6629f9e1-4e83-4ca8-ac6b-90eb1c01aac6,morph 24/7 architectures,Grocery,302.8,2.0,9310,Baker-Costa,In stock,2.56,43
4d204675-1962-4b78-962e-2687db8760b6,deliver integrated bandwidth,Toys,377.59,3.2,5381,Wallace Inc,In stock,9.86,24
2beda722-33cc-430d-8cdc-6d3191e42198,syndicate scalable experiences,Books,391.73,1.0,6093,Estes-Woods,Out of stock,1.13,0
33b97757-3e9d-44b6-8b08-f16439662ac5,drive cross-platform web services,Toys,45.0,3.2,8666,Keller-Hutchinson,In stock,15.71,7
67e42765-6f34-43ca-8b67-45ee5a2b1d8b,iterate 24/7 experiences,Electronics,372.28,4.9,3715,Johnson-Morales,Out of stock,4.32,50
39161c8d-f21b-4794-8915-d3ff12ed3aca,streamline rich interfaces,Home & Kitchen,401.35,2.4,9125,"Schultz, Byrd and Henderson",In stock,2.78,4
be8d0571-e34d-4041-b1f1-eff2fa4ec392,strategize rich supply-chains,Toys,250.79,4.7,659,Sutton-Hawkins,Out of stock,19.26,26
e50c8511-eb4e-4572-8207-b56648f354fa,e-enable killer networks,Toys,10.97,1.5,3631,Steele-Vincent,Out of stock,6.05,8
06876118-ce89-41db-8816-d6523a59b544,cultivate leading-edge portals,Health & Personal Care,435.87,2.1,3441,"Matthews, Tran and Coleman",Out of stock,18.17,32
43a4bfc9-8f41-4900-96ad-07234aa204d1,whiteboard plug-and-play convergence,Beauty,17.69,1.8,2926,Ray Inc,In stock,11.31,47
4abb3e6c-9a09-4bc3-b39b-bc9042ed8254,integrate synergistic e-services,Books,104.44,3.0,671,Cox Ltd,In stock,15.79,25
30908232-c887-4483-870d-eab945ebe288,exploit cutting-edge users,Home & Kitchen,315.69,4.4,8371,Hernandez-Bennett,In stock,4.08,23
8b5516a6-bfb1-4eaa-af3b-785285b51c14,grow transparent communities,Sports,236.69,1.9,98,Burns Inc,In stock,4.41,22
78aa0e6c-9906-442b-8905-dcf631ff420d,innovate frictionless niches,Health & Personal Care,54.5,4.2,1711,"Tran, Scott and Archer",Out of stock,0.81,46
5279e8a5-8254-49b4-8aa6-5fb20471cfd6,e-enable virtual metrics,Beauty,21.74,4.4,443,English-Gomez,In stock,13.73,49
8ed27d02-a89b-41a6-9956-4786dd007b54,architect rich technologies,Home & Kitchen,375.4,1.8,2816,Smith-Davila,In stock,19.94,7
953e9917-3179-4524-a475-3095ff24386d,harness dot-com web services,Toys,386.26,3.1,4415,Walker LLC,In stock,0.46,10
2f7730c5-401d-45d5-9646-e2fb4aee2dc6,deploy magnetic paradigms,Home & Kitchen,71.38,3.8,211,Rivera and Sons,Out of stock,9.65,25
4cf4b747-b0f7-4c9c-b821-06ed4e5158ed,implement real-time bandwidth,Beauty,438.06,4.0,7954,Shepherd-Smith,In stock,11.42,15
616b85fa-b0ac-423b-95f4-7536e5706402,exploit synergistic eyeballs,Home & Kitchen,30.37,1.7,2641,"Garcia, Gonzalez and Garrett",Out of stock,14.71,13
76dce04c-825b-40af-9eb4-75b24e183692,redefine turn-key networks,Health & Personal Care,376.78,2.8,1865,"Reeves, Craig and Williams",In stock,3.58,45
455b6fbd-34e5-4045-b526-76389ca352e4,reinvent extensible relationships,Sports,237.89,1.3,165,"Downs, Evans and Montgomery",In stock,16.64,18
410aca9e-dc4d-44e8-9e18-55fdde37f177,morph innovative e-services,Health & Personal Care,442.29,2.0,7261,"Rubio, Nelson and Anthony",In stock,2.55,2
9b931021-c000-4cf8-ae0a-c41bdca8cab0,engineer vertical solutions,Toys,372.11,2.1,441,"Thomas, Harris and Huynh",In stock,6.41,5
811d27e7-3e35-4ddb-a0e9-d46eb41291f8,redefine extensible platforms,Beauty,333.94,4.4,5487,"Yang, Parrish and Jackson",In stock,10.58,42
1d701484-8824-406c-bfe7-2aad8b9498d2,seize synergistic users,Electronics,101.3,1.2,6164,Ramirez-Vincent,Out of stock,12.4,42
32914037-b667-4ae6-9116-fe64562c5251,enable collaborative interfaces,Health & Personal Care,143.07,1.9,1158,Evans-Lewis,Out of stock,6.93,50
884e3630-db31-49b8-b6b5-8f1fefb4122b,unleash 24/365 platforms,Automotive,156.48,1.8,9891,Diaz PLC,In stock,16.44,39
1582301d-2732-4a11-9a9f-5aadb8a991bd,reinvent web-enabled e-services,Toys,222.75,3.7,2922,"Taylor, Greer and Sanders",Out of stock,3.4,50
1c13ab16-c773-4cf7-9b88-494ce7151d28,deliver clicks-and-mortar e-tailers,Automotive,96.95,2.9,7155,Powell Ltd,In stock,19.14,1
26f77d17-59b4-4c75-8960-f4fbfc5cb2b4,harness distributed action-items,Beauty,45.22,4.6,3477,"Miller, Hunt and Dorsey",Out of stock,4.19,5
467abe57-cec9-4b7d-b70c-f1fef210a856,re-contextualize integrated systems,Sports,229.3,2.2,9514,"Beck, Patterson and Martinez",In stock,16.54,26
f652ad18-f444-442b-9af5-f5b24fddc113,incubate B2B mindshare,Clothing,108.66,2.3,2711,Wilson-Gomez,In stock,4.93,9
32429f56-e327-441b-8c65-3db7a0a39302,integrate innovative content,Electronics,65.58,1.9,950,Smith LLC,Out of stock,19.74,17
811102bd-4adf-4db8-93a8-bc83cd5f3863,engage one-to-one partnerships,Electronics,174.53,4.8,9647,"Simpson, Franco and Gutierrez",Out of stock,13.33,39
29110eb2-8a34-4d41-bb9a-688f70380739,leverage 24/7 technologies,Clothing,7.27,4.8,746,Garcia-Taylor,Out of stock,7.22,26
673c5109-6490-4b13-bfd6-b8d987ccdabf,syndicate rich methodologies,Sports,467.49,4.1,110,"Robinson, Hernandez and Frank",In stock,13.59,9
5517e043-addc-4f9a-817e-247f1323ef9e,re-contextualize distributed users,Beauty,391.93,4.1,8220,Thompson PLC,In stock,16.59,47
46449099-7fd1-4473-ac7b-38b4b612a9d9,revolutionize rich e-commerce,Books,378.28,4.1,1937,Cook-Hoffman,In stock,19.87,21
262ab05a-4f3d-49ac-9616-e607ec0d1080,mesh best-of-breed platforms,Sports,76.57,1.2,8680,"Peterson, Walker and Pena",Out of stock,7.07,29
ebc52588-bf8c-4c9a-89f8-7e563f1f33ec,synthesize open-source synergies,Books,105.94,3.0,2663,Smith-Schmidt,In stock,19.82,43
cd9779d5-bf6c-4fa5-a747-1fbf77ad3821,engage innovative interfaces,Grocery,130.68,4.4,9588,"Parsons, Patel and Butler",Out of stock,4.59,8
3674fabb-7cd2-4b4a-a06b-4e037e30a6c5,synthesize viral users,Electronics,344.86,3.1,7013,"Richards, Hunt and Pratt",In stock,15.88,46
c25dc338-292c-45af-b5d3-ea1a3589ffda,monetize granular content,Automotive,377.32,2.9,8601,"Velazquez, Andersen and Ritter",Out of stock,19.22,24
1eb1889a-67f4-425d-8775-14df7ec60a6c,benchmark extensible methodologies,Clothing,92.25,4.7,6007,"Kent, Neal and Collier",Out of stock,13.72,19
5cf02711-278f-41af-b9c5-9fd7947fe038,whiteboard compelling web-readiness,Clothing,222.81,1.9,567,Pollard-Anderson,In stock,1.77,33
6356c276-345b-4c74-afbc-e45f6e45f6b5,incentivize wireless platforms,Health & Personal Care,492.35,2.4,6097,"Camacho, Mitchell and Mclean",Out of stock,1.11,13
9447aa6a-58c4-45a2-b72c-09fb711fc1af,orchestrate interactive portals,Electronics,285.65,2.9,456,Kemp-Smith,Out of stock,15.71,28
d2c5114f-7181-4ab2-bbc4-5c51f9219fee,enable plug-and-play technologies,Health & Personal Care,375.28,3.2,1495,Stokes Inc,In stock,5.92,28
554f122c-7078-42ee-bca9-832e2e7e3e4d,e-enable collaborative e-commerce,Grocery,49.14,3.1,4446,"Clark, Clark and Ramsey",Out of stock,5.92,21
25f0d209-667f-44a6-9e2d-ce887ff2e350,strategize front-end e-business,Books,478.66,4.1,7034,Hawkins-King,Out of stock,11.12,41
9096b2ce-47fd-4d0c-bbe5-630906fadbba,envisioneer dynamic portals,Automotive,378.83,1.6,632,Gonzalez-Banks,Out of stock,2.3,29
df8e469f-c07f-49e6-8846-e1f2e5b20b79,envisioneer compelling supply-chains,Grocery,214.36,3.0,586,Wright PLC,In stock,8.0,6
b847442f-dc9f-4259-8d2f-922f1a482304,aggregate cross-platform partnerships,Electronics,290.07,4.8,6274,Hudson LLC,Out of stock,1.63,20
52d6750d-a099-48bf-a856-fe98d943dc3f,incubate frictionless web-readiness,Clothing,70.42,4.4,8068,Carson and Sons,Out of stock,18.15,39
1985dfbd-f096-4263-8b39-f8c08cf762fd,morph seamless e-tailers,Electronics,339.3,1.2,9143,Adams-Turner,In stock,11.18,9
52da913d-d3c8-40c9-8631-63d9dd1f3d9b,morph distributed communities,Grocery,98.08,2.0,2813,Pruitt-Blair,In stock,6.58,1
9bc5f717-f43d-4575-beb5-b969038a477c,monetize clicks-and-mortar bandwidth,Sports,113.41,1.3,9047,Thomas LLC,In stock,13.81,50
c70d000f-0668-4fe0-b40d-1c9a13e2c316,generate 24/365 applications,Sports,200.81,1.7,2326,Romero-Rodriguez,Out of stock,4.52,15
7c3da8e7-d4d5-4d6d-bd5e-9e6eb7f57e03,empower user-centric partnerships,Clothing,168.82,4.8,9743,Wright LLC,Out of stock,4.98,29
d52914f7-6c66-4c5e-a691-c8ab8a1fa24d,deploy open-source info-mediaries,Automotive,496.14,3.0,6035,Lowe Inc,In stock,1.14,9
95064515-c9eb-421e-95a3-a40bb8542913,monetize vertical action-items,Electronics,45.84,2.7,4750,"Myers, Smith and Gaines",Out of stock,8.23,13
2dfdedf3-413b-461b-9cb4-da117bff2a5d,synergize cutting-edge initiatives,Home & Kitchen,310.68,4.2,1136,Rodriguez-Bennett,Out of stock,19.39,45
4eb1c126-93aa-4797-83a1-da75d169d7a6,empower enterprise bandwidth,Home & Kitchen,182.68,4.0,3223,Griffith LLC,In stock,16.09,9
3697aaa5-044a-4900-b236-9ae818341f89,scale compelling eyeballs,Grocery,65.18,4.0,3674,Mclaughlin-Johnson,Out of stock,19.99,39
ad020f51-a742-4354-9796-6e05265d13eb,utilize proactive technologies,Health & Personal Care,301.18,3.3,3419,"Navarro, Osborne and Davenport",In stock,5.62,43
a6554bdf-e5de-4210-bec4-336260af09d2,transition synergistic markets,Health & Personal Care,451.31,2.3,6045,Ross-Harper,Out of stock,12.8,26
4ed98282-3068-46e1-9802-9e4959b9e2fe,mesh turn-key web services,Clothing,186.64,2.1,6055,Anderson-Woods,Out of stock,11.29,24
f5647088-f68d-4c08-ac25-6f219cf4b468,transition robust applications,Beauty,345.16,3.0,252,Beck-Stevens,In stock,1.78,39
6c42d598-3b70-4907-8708-44e27e75308f,leverage end-to-end ROI,Automotive,479.9,4.6,9258,Martinez-Shepherd,Out of stock,2.39,29
a679f728-6603-4af2-85d6-2b8651a95625,reinvent 24/7 niches,Toys,199.19,3.6,7996,Callahan and Sons,Out of stock,3.15,22
fd418e18-bf3e-4715-9df4-5d8ea26fd809,architect enterprise markets,Sports,308.89,3.4,8449,Henderson-Ramsey,Out of stock,6.16,6
f25dfeb9-6476-4a56-a787-4068022c7f91,productize frictionless e-tailers,Electronics,18.6,4.3,6112,"Bright, Edwards and Long",Out of stock,13.12,43
9d49e464-26cc-48b1-a29d-d6b88194ae76,monetize synergistic channels,Books,304.89,1.0,6067,"Lopez, Hardin and Mills",Out of stock,4.41,18
d5393a53-5336-4723-8351-e71f69467ebe,facilitate revolutionary e-markets,Health & Personal Care,66.21,1.2,4359,Peterson-Ryan,In stock,16.36,19
a0ddb48a-9a1c-4d67-83b0-2878b42dda58,repurpose magnetic technologies,Beauty,382.15,4.2,3216,Oneal-Flores,In stock,15.86,9
65226a03-e519-46d3-8d56-652009e6ec0c,brand cutting-edge convergence,Health & Personal Care,250.74,1.8,1335,Wong-Simpson,In stock,0.24,24
78687c73-e479-44fb-ad8c-96793d4bbc19,transition revolutionary content,Books,405.16,1.9,5288,Bailey PLC,Out of stock,12.68,41
25e8dfff-181d-441f-a720-9adb3f63fbaf,aggregate proactive e-services,Home & Kitchen,430.53,2.2,2714,Smith-Powell,In stock,19.49,37
10a0341c-7216-4285-af85-68539411b570,brand virtual users,Clothing,68.69,1.0,5205,Sims PLC,In stock,5.89,17
45ae3d88-266f-47d3-879f-0304b43be0f9,extend viral partnerships,Grocery,15.01,3.3,4581,"Baker, Smith and Randall",Out of stock,4.71,37
99edd936-296e-44c5-8152-2686393551ad,incubate user-centric functionalities,Toys,391.82,3.0,1322,"Carlson, Chaney and Fitzgerald",Out of stock,15.93,25
90374e67-180f-4bd8-a897-0c5ff903deca,extend impactful action-items,Automotive,193.77,4.1,3049,Flynn PLC,Out of stock,10.4,41
29d236fe-6842-4182-833f-0a205f62a359,streamline viral info-mediaries,Automotive,61.78,4.3,227,Martin PLC,In stock,4.65,19
e9adcf08-8166-48ec-9d42-3d5c598f16b6,aggregate global users,Books,376.7,1.9,396,White and Sons,In stock,0.18,26
4913558b-6293-417c-8741-0e7b411adac6,benchmark global mindshare,Grocery,494.78,2.9,7577,Hart and Sons,Out of stock,1.75,50
232ec755-37c2-4cf5-ab0b-798878e78808,cultivate dynamic e-markets,Health & Personal Care,398.76,1.4,5543,Hernandez Inc,In stock,4.19,16
13dd46e1-fb64-4d67-b541-3157e0fd0d42,e-enable enterprise solutions,Books,473.65,2.0,867,"Holmes, Henderson and Hahn",In stock,19.38,0
9e0f0f34-199e-4d26-b82e-d399de3c166e,reinvent compelling e-services,Beauty,417.18,4.8,3765,"Hudson, Nguyen and Lane",In stock,5.88,43
bd5c5e82-71a4-4271-a3b0-ba7386680ff3,transition vertical deliverables,Electronics,245.41,2.5,3321,Gardner LLC,Out of stock,2.44,45
bd7001d8-49e0-4907-b85d-f5b45a1e00a0,extend back-end technologies,Grocery,82.65,3.1,1970,Brady PLC,In stock,1.3,36
08f78b8e-bd43-4927-b918-dcb0b530fee5,deliver killer e-business,Electronics,378.94,2.4,576,"Nelson, Todd and Martinez",Out of stock,10.64,22
960fa117-4346-44a4-b3de-e17b7c678eb2,exploit ubiquitous partnerships,Home & Kitchen,451.72,3.2,8113,Rice PLC,Out of stock,10.42,5
1e5b4a49-462e-404f-990b-edc8786267b9,aggregate leading-edge schemas,Automotive,208.32,3.1,6396,Lozano LLC,In stock,15.96,10
b31bea31-144e-4d0a-aba4-05c965947e07,leverage out-of-the-box experiences,Sports,387.51,2.6,712,Gross-James,Out of stock,16.44,5
d321950f-8dc3-45e4-81dd-254569e0c48f,maximize magnetic markets,Electronics,238.65,2.5,8051,"Dawson, Oneal and King",Out of stock,7.78,33
a3fc8700-d789-4b00-ac62-e6b4755751e8,embrace killer users,Health & Personal Care,56.61,1.5,5196,Fleming-Harris,In stock,4.18,39
67d498bb-8221-4410-b62b-bda359a950a0,expedite intuitive partnerships,Health & Personal Care,30.55,3.8,5986,"Hansen, Thomas and Oconnor",Out of stock,3.19,8
4b5ada25-f88e-4a50-bed7-765c4d5f5a61,engage clicks-and-mortar synergies,Sports,486.96,3.6,5497,Carter Group,Out of stock,1.23,27
07287114-f258-4bbe-aba2-dbe91b1eabfd,seize leading-edge metrics,Electronics,25.76,2.5,1146,Williams-Crawford,In stock,19.65,7
b8b3d2f7-ba5c-4654-970e-a68b0e7cccca,disintermediate web-enabled e-business,Toys,273.44,4.2,8545,Thompson-Harris,Out of stock,10.64,40
95d1b378-4b8a-482b-92e3-5fc14727e76e,extend robust communities,Books,13.17,4.3,5691,Chen-Moss,In stock,19.9,25
d1a2e662-02ad-4226-9df2-7111d8599b3d,syndicate leading-edge mindshare,Sports,495.99,1.7,2405,"Bennett, Wolfe and Hayes",Out of stock,5.09,9
b7672e13-38e3-498d-8e8e-a66a089aae27,embrace sticky partnerships,Electronics,139.44,3.4,9525,"Bell, Johnson and Green",Out of stock,6.8,39
f551a861-497f-4fa2-bc11-d099a6138e9a,integrate sticky users,Beauty,495.07,4.6,1958,"Haley, Boyd and Melendez",Out of stock,1.03,24
2c3468f0-1820-4064-8750-1152272c1e07,architect intuitive applications,Home & Kitchen,336.89,3.6,7096,Warren-Smith,Out of stock,7.02,25
dee0e662-67b0-41d5-a526-ce0991bd299f,engineer efficient ROI,Books,411.78,4.8,4830,Davenport-Rivera,In stock,15.04,9
471cc461-123f-495f-a594-20b124101829,streamline cross-media metrics,Health & Personal Care,77.45,1.1,7869,"Allen, Smith and Jenkins",In stock,0.13,27
73bcccd3-0084-4e7d-ac1f-64e61faf4007,unleash innovative methodologies,Beauty,128.77,2.5,1656,Morales-Jarvis,Out of stock,11.41,13
c859f048-5795-419d-8220-05057677c899,strategize web-enabled web services,Automotive,57.39,2.4,3513,Kelley-Brown,Out of stock,10.81,4
3e37d442-2832-443b-8d47-f34661420872,generate distributed action-items,Sports,7.99,3.8,4466,Martin Inc,Out of stock,1.02,47
ae9bb0af-6931-46f7-abc3-e04108639c84,transform compelling systems,Sports,267.63,1.3,6667,"Lopez, Peck and Rodriguez",Out of stock,19.68,1
0bbf66bd-6d50-4eed-99f5-d437c3296e83,streamline killer initiatives,Beauty,419.56,1.7,6311,Tran-Odonnell,In stock,2.57,19
d15230a2-c24c-41a3-8bd7-950c4bf26a68,visualize viral users,Sports,302.72,2.9,8028,Bell Group,In stock,14.52,21
d494d3e5-4b33-46e1-ab5b-de88ad3412bb,aggregate synergistic supply-chains,Books,291.47,1.3,3358,Smith-Moreno,In stock,16.53,44
81b7c2f3-0cba-4845-b2b9-647a683f0cab,target 24/365 users,Automotive,302.04,3.8,3310,Gibson-Allen,In stock,6.24,36
